,tipo_destino,protocolo,cantidad,probabilidad,informacion
0,UNICAST,2054,24.0,0.00096,10.024677973715656
1,BROADCAST,2054,30.0,0.0012,9.702749878828293
2,BROADCAST,2048,136.0,0.00544,7.522177633186472
3,UNICAST,35130,256.0,0.01024,6.609640474436811
4,UNICAST,2048,4042.0,0.16168,2.6287868680570767
5,UNICAST,34525,20512.0,0.82048,0.2854599278180707
