Entropy: 0.78911
Information:
('UNICAST', 34525) : 0.82048
('UNICAST', 2048) : 0.16168
('UNICAST', 35130) : 0.01024
('BROADCAST', 2048) : 0.00544
('BROADCAST', 2054) : 0.00120
('UNICAST', 2054) : 0.00096
